0,1,2,3,4,5,6
17.3,248,0,6,300,188.265762329,42.9375
17.2,123,0,5,300,208.021636963,43.125
16.5,7,1.2,5,300,200,42.9375
16.5,0,0,5,290,188.02394104,42.375
16.5,0,0.2,3,290,206.155288696,42.5625
16.4,0,0,3,280,172.185943604,42.1875
16,0,0,3,280,160.701583862,40.6875
15.4,0,0,2,250,145.382247925,40.3125
15,0,0,3,270,140.24621582,39.5625
14.9,0,0,3,270,121.823646545,38.4375
14.8,0,0,5,290,125.765655518,38.25
14.7,0,0,4,300,137.931137085,37.875
14.7,33,0,3,290,157.276824951,37.6875
14.8,363,0,5,300,168.668319702,37.875
15.5,393,0,7,300,188.066482544,38.4375
16.9,1207,0,5,310,206.784912109,39.375
17.4,1984,0,6,310,204.413803101,40.875
19.8,2312,0,6,310,208.405853271,42
20.1,2289,0,5,310,212.398208618,42.375
20.2,1318,0,5,300,204.413803101,43.125
19.5,1289,0,6,300,202.556167603,43.3125
19.3,794,0,6,300,199.007537842,43.3125
19.3,988,0,7,310,195.133285522,43.125
20,839,0,6,300,203.30519104,43.125
19.2,501,0,5,310,195.604187012,43.3125
18.2,152,0,5,310,188.066482544,43.125
17.2,5,0,2,290,194,43.125
16.3,0,0,0,0,188.095718384,42.75
14.6,0,0,1,250,174.347351074,41.625
13.8,0,0,1,260,199.331375122,40.875
14.2,0,0,1,280,179.234481812,39.9375
13.8,0,0,2,290,162.431518555,39.1875
12.5,0,0,1,190,146.328399658,37.875
13.1,0,0,1,240,140.811935425,37.3125
13.3,0,0,1,310,144.734237671,36.375
13.5,0,0,1,340,144.734237671,36
14,77,0,1,340,150.625366211,36
14.5,320,0,2,330,186.118240356,36.375
15.3,619,0,2,350,193.038848877,36.9375
17.1,1676,0,2,20,190.262969971,37.6875
19,1655,0,2,10,187.416641235,39.5625
18.8,1676,0,2,40,195.028198242,40.3125
19.2,943,0,2,350,207.511444092,41.8125
20.1,759,0,2,50,201.318161011,41.625
19.1,1926,0,2,30,195.604187012,41.8125
18.9,1364,0,3,90,187.808410645,42
19.7,422,0,4,90,189.789352417,42.1875
18.2,418,0,4,100,208.319473267,42.375
17.9,319,0,5,150,215.034881592,42.75
17.3,74,0,2,160,210.53503418,42.5625
16.3,6,0,1,140,222.380310059,42.5625
15.1,0,0,1,130,216.591781616,42.9375
14.4,0,0,0,0,204.792572021,42.5625
14.8,0,0,0,0,196.305877686,42.375
15.6,0,0,0,0,168.34487915,41.625
15.5,0,0,1,180,161.012420654,40.5
14.5,0,0,1,170,146.696960449,39.1875
13.3,0,0,1,230,136.499084473,38.4375
14.2,0,0,1,310,146.696960449,38.0625
14.1,0,0,2,20,168.34487915,37.3125
14.2,111,0,1,360,197.121795654,37.6875
14.6,577,0,2,20,231.354705811,38.625
16.5,1160,0,3,350,248.805145264,41.625
17.7,1785,0,3,10,239.641403198,43.125
19.3,2278,0,4,360,239.309417725,44.4375
19.4,2671,0,5,350,255.32723999,45.1875
20.1,2780,0,5,30,257.03112793,46.6875
20.8,2436,0,5,360,259.208404541,46.6875
20.1,1194,0,4,350,259.514923096,47.8125
20.3,1071,0,4,350,256.780059814,48.1875
21.2,890,0,4,350,260.768096924,48.9375
20.1,540,0,4,330,271.154937744,49.3125
20,366,0,6,310,259.514923096,49.5
19.5,141,0,5,320,251.055770874,49.5
18.8,5,0,4,310,254.636993408,49.3125
18.5,0,0,4,300,208.021636963,48.375
18.2,0,0,4,310,206.087356567,46.875
17.7,0,0,3,300,195.028198242,45.375
17.5,0,0,3,290,161.644668579,43.6875
17.1,0,0,3,290,144.183914185,42.375
16.4,0,0,3,280,140.42791748,41.25
15.9,0,0,3,270,142.393814087,40.5
15.7,0,0,4,280,146.328399658,39.75
15,0,0,3,270,173.530975342,39.5625
14.9,48,0,4,280,208.405853271,39.5625
14.8,134,0,5,280,245.381332397,40.3125
15.1,246,0,4,280,236.541748047,41.25
15.2,347,0,4,260,180.06942749,41.25
15.6,434,0,5,260,174.287124634,41.4375
16.6,389,0,5,260,174.484954834,41.0625
17.5,794,0,5,260,174.645355225,40.6875
18.5,714,0,5,260,174.645355225,40.6875
18.6,723,0,5,250,176.343414307,40.875
18.7,611,0,5,240,182.463699341,40.875
19,838,0,5,230,190.06578064,40.875
18.8,513,0,5,250,188.170135498,41.0625
18.3,89,0,4,210,194.064422607,41.0625
18.1,53,0,5,200,182.701950073,41.0625
17.6,3,0,4,210,188.859741211,41.0625
17.2,0,0,4,200,190.591186523,40.875
16.9,0,0,3,220,152.210388184,40.875
16.5,0,0,3,210,130,40.3125
16.3,0,0,2,220,102.12247467,39.5625
15.7,0,0,2,210,92.6552734375,38.625
15.5,0,0,2,220,74.8131027222,38.0625
14.5,0,0,2,210,83.3606643677,37.3125
14.7,0,0,2,190,83.3606643677,36.75
14.1,0,0,3,210,102.489021301,36.375
14.7,141,0,3,220,146,36.5625
15.4,341,0,2,230,164.514434814,36.9375
18.1,1094,0,3,220,174.645355225,38.4375
19,1439,0,4,230,189.060836792,39.9375
20,2413,0,5,230,204.413803101,41.0625
20.4,2023,0,6,220,194.311599731,41.4375
20.7,1624,0,5,210,202.247375488,42.1875
21,1589,0,6,190,204.296356201,42.9375
20.1,851,0,5,210,200.249847412,43.125
19.6,609,0,6,200,200.159942627,43.125
19.1,485,0,6,210,212.235717773,43.125
17.9,227,0,5,200,216.020828247,43.125
16.5,194,0,3,180,220,43.125
16.1,88,0.2,3,150,216.148101807,43.125
16,7,0,3,150,206.24256897,43.125
15.9,0,0.8,3,150,198.090881348,42.5625
15.6,0,1.6,3,170,174.103424072,41.25
15.5,0,0.8,4,160,154.116836548,40.125
15.6,0,0,4,160,130.464553833,39.1875
15.7,0,0.2,5,160,114.738830566,37.5
16,0,0,4,160,102.82509613,37.5
16.1,0,0.8,3,160,98.8584823608,36.5625
16.4,0,0,2,170,102.313247681,36.1875
16.6,0,0,2,180,124.145072937,36.1875
16.9,29,0,2,200,160.028121948,36.5625
17.2,207,0,3,210,182.098876953,37.6875
17.7,440,0,3,210,194.092758179,39
18.3,480,0,3,210,204.061264038,40.3125
19.4,1285,0,3,230,206,41.25
19.9,1757,0,4,200,204,42.75
20.7,913,0,4,210,212,43.3125
21,993,0,5,210,206,43.875
21.4,996,0,5,200,200,43.875
21.2,948,0,5,200,204.022064209,44.25
20.5,726,0,5,190,230.019561768,44.4375
19.9,554,0,5,200,228.019729614,45.375
20.2,209,0,5,200,242.132202148,45.5625
19.8,82,0,5,200,230.139083862,45.5625
19.5,4,0,5,190,234.053405762,45.9375
19.1,0,0,4,200,216,45.75
19,0,0,4,190,184.024459839,45.375
19,0,0,5,210,172,44.4375
19,0,0,4,210,152.118377686,43.5
18.9,0,0,5,220,136.235092163,42.1875
18.7,0,0,3,200,126.479248047,41.25
18.8,0,0,3,210,124.486946106,40.6875
18.8,0,0,4,200,136.619903564,40.3125
18.5,0,0,3,200,148.084442139,40.3125
18.7,66,0,4,180,180,40.6875
19.4,311,0,4,180,204.550720215,41.25
20.1,649,0,4,180,206.087356567,42.375
21.2,1008,0,5,190,226.07963562,43.6875
22.2,1839,0,6,190,226,45.375
23.5,1661,0,6,190,224,46.125
24.6,2248,0,7,190,222,46.6875
25.5,2252,0,7,190,224,47.8125
25.7,2272,0,7,190,224,47.8125
26.2,2014,0,7,200,232,48.1875
25.7,1923,0,7,200,228,49.125
24.7,1461,0,6,200,226.01991272,49.125
23.8,700,0,5,210,216.083312988,49.125
22.7,121,0,5,200,206.021850586,49.125
21.5,4,0,4,190,212.285186768,49.125
20.8,0,0,3,220,196.163192749,48.5625
19.3,0,0,3,210,174.287124634,47.25
18.7,0,0,2,160,162.197418213,46.125
17.5,0,0,2,130,144.086776733,44.4375
16.5,0,0,0,0,126,42.9375
16,0,0,1,180,114.039466858,41.625
15.5,0,0,1,250,110.113578796,40.5
15.3,0,0,1,290,108.041656494,39.75
15.2,0,0,2,300,112.040168762,38.8125
15.5,69,0,3,310,134,38.625
17.4,274,0,2,10,142.22517395,38.8125
19,985,0,2,340,168.074386597,39.75
22.2,1655,0,3,50,180.277557373,41.25
24.5,1998,0,5,90,188.597457886,43.125
27.4,2437,0,5,100,330.054534912,48.9375
29.2,2711,0,6,110,338.094665527,52.6875
30.1,2752,0,6,150,330.151489258,55.875
21.1,0,0,5,90,182,50.625
20.1,0,0,4,90,164,48.5625
19.9,0,0,3,90,152,46.6875
19.4,0,0,5,80,146,45.375
18.7,0,0,5,80,152.029602051,44.625
19,144,0,4,100,170,44.0625
19.9,473,0,5,100,218.020645142,44.625
20.9,737,0,5,90,262.047698975,46.875
21.7,991,0,6,120,286.111877441,48.9375
21.6,981,0,5,160,324.96307373,52.3125
21.1,735,0,4,210,330.667510986,54.1875
19.6,439,0.6,3,200,327.470611572,55.3125
17.1,377,5.4,5,210,319.411956787,54.75
18.6,1179,0,5,230,261.015319824,52.5
20.2,1357,0,5,230,194.311599731,50.0625
19.7,1543,0,6,220,148.030395508,48
20.2,1129,0,5,220,136,45.375
18.9,460,0,6,200,128.03515625,44.0625
18,114,0,5,210,136.235092163,42.9375
16.7,0,0,4,200,152.397506714,42.375
16,0,0,3,200,190.262969971,42.375
15.5,0,0,2,190,156.818359375,41.25
14.7,0,0,1,160,154,40.125
14.1,0,0,1,110,164.076202393,40.125
13.5,0,0,1,80,152.118377686,39.375
14.2,0,0,1,100,142.22517395,38.8125
14.8,0,0,2,90,134.134262085,38.4375
14.8,0,0,1,100,138.032608032,37.5
15.2,0,0,1,110,184,37.6875
15,21,0,3,90,174.103424072,37.875
15.5,84,0.2,3,70,150.402786255,36.9375
15.8,137,0,4,50,150.332962036,37.125
15.3,127,1.6,5,60,154.116836548,36.1875
14.9,132,6.8,5,70,184.27154541,35.8125
15.4,446,1,5,40,192.314849854,36
16.1,825,0,3,20,174.103424072,36
17.1,1212,0,5,360,172.026153564,36.375
17.1,474,0,5,350,174.103424072,37.125
16.6,168,4.6,4,340,184.024459839,37.5
16.3,317,0.6,5,320,212,38.4375
16.8,244,1,5,330,218.082550049,39.75
16,134,0.4,6,320,206.24256897,39.75
15.8,14,0,7,300,204.978042603,39.75
15.4,0,0.2,7,300,177.248413086,39.5625
14.7,0,0.2,5,280,282.214447021,40.5
14.6,0,0,5,260,242.074371338,41.8125
14.6,0,0,7,260,226.221130371,41.8125
14.5,0,0,5,250,200.022491455,41.4375
14.3,0,0,6,250,190.262969971,40.6875
14.2,0,0,6,250,168.297363281,39.9375
13.3,0,0,4,240,184.173828125,39.1875
12.6,0,0,4,240,194.257568359,39
12.2,0,0,3,220,216,39.1875
12,86,0,3,210,208.614471436,39.1875
12.7,552,0,3,230,156,38.625
14.8,1043,0,3,230,168.190368652,39
16.5,1458,0,5,210,180.335800171,39.1875
16.8,1029,0,7,200,206.087356567,39.5625
17.2,917,0,6,180,196.022964478,39.5625
16.1,540,0.2,7,180,210,39.9375
14.8,255,2.2,5,170,226.07963562,39.375
15.1,593,1.4,5,140,194.092758179,38.25
15.8,679,0.2,6,140,204.08821106,38.8125
17.1,653,0,5,150,208.405853271,39.1875
18.5,305,0,5,200,224.020095825,40.6875
18.5,339,0,7,210,360.867004395,45
17.8,94,0,7,210,386.082885742,50.4375
17.6,3,0,7,210,370.345794678,53.8125
16.9,0,0,7,220,334,53.8125
16.9,0,0,6,210,294.287261963,52.875
16.7,0,0,5,210,264.06817627,51
16.6,0,0,4,200,234.053405762,49.125
16.4,0,0,4,190,212.235717773,46.3125
17.2,0,0,5,190,194.579025269,45.5625
17.6,0,0.2,6,190,186.324981689,43.6875
18.1,0,0,7,190,198.30531311,43.6875
17.6,0,0,7,200,228.875518799,42.375
18.1,14,0.2,7,190,272.31048584,42.9375
18.5,68,0,8,190,324.359375,46.5
18.9,253,0,9,190,373.363098145,50.8125
18.3,491,1.2,6,200,378.450775146,54
17.9,453,0.2,7,200,392.363342285,56.4375
14.9,0,0,5,210,253.047424316,51.5625
14.7,0,0,4,200,228.116195679,49.3125
14.5,0,0,4,200,218.817276001,46.875
14.5,0,0,3,200,208.952148438,45.5625
14.8,0,0,3,200,214.553024292,45
14.4,0,0,3,190,251.563110352,45
14.6,27,0,3,190,298.377288818,46.6875
15.2,116,0,3,190,338.591186523,49.5
15.8,267,0,3,210,369.220794678,50.8125
15.3,532,0,3,230,382.883789063,54.375
16.7,1238,0.2,4,240,380.695404053,56.4375
13.8,0,0,2,220,238.027313232,49.875
12.5,0,0,2,220,218.817276001,47.625
12.3,0,0,3,210,216.843261719,45.75
12,0,0,2,210,228.396591187,44.25
11.7,0,0,1,200,249.359176636,44.4375
11.5,75,0,2,210,287.675170898,45
13.3,491,0,2,210,326.185516357,47.625
15.5,1029,0,3,220,354.17086792,51.75
17.1,1609,0,4,230,369.063690186,54.75
18.7,2113,0,5,230,372.592285156,55.6875
16.8,0,0,4,200,319.230316162,55.125
16.1,0,0,4,200,306.528961182,54.375
15.7,0,0,3,190,316.632293701,54.5625
15.5,0,0,2,210,290.688842773,53.8125
15.2,0,0,3,210,265.27722168,52.125
15.1,0,0,3,200,228.694122314,49.6875
14.9,0,0,2,200,205.009750366,47.8125
14.9,0,0,2,190,197.68661499,46.5
15.1,0,0,2,180,199.278701782,45.1875
15,0,0,1,180,215.034881592,44.625
15.1,30,0,1,210,246.497467041,44.8125
15.8,177,0,1,210,260.622344971,45.5625
16.6,540,0,2,180,286.043701172,47.25
18.2,1299,0,4,190,296,49.125
20.4,1976,0,3,200,298.167724609,50.4375
21.5,2049,0,4,200,270.223968506,51.375
21,1822,0,4,190,286.043701172,51.375
21.8,1593,0,4,180,292.015411377,52.125
21.2,1125,0,3,200,290.01550293,52.5
20.8,590,0,3,210,272.066162109,52.6875
19.1,282,0.2,3,180,260.069213867,52.125
18,255,0.4,3,160,274.220703125,52.3125
17.7,151,0,1,180,276.045288086,52.125
16.9,19,0.4,0,0,288,51.75
16.5,0,1.4,1,170,262.068695068,50.625
16.3,0,0.2,1,40,236.135559082,49.3125
16.5,0,0,1,160,202.247375488,47.25
16.3,0,0,1,10,249.575637817,47.25
16.5,0,0,2,40,216.529449463,46.3125
16.7,0,0,3,40,187.299224854,45.375
16.5,0,0,2,10,172.244018555,43.3125
16.6,0,0,2,10,168.80758667,42.9375
16.4,0,0,2,360,165.951797485,41.8125
16.1,0,0,2,20,161.409423828,40.6875
16.1,15,0,2,30,173.565551758,40.875
16.5,165,0,2,10,186.593139648,41.0625
16.9,497,0,4,50,190.67250061,41.625
17.9,1070,0,5,60,202.417877197,42
19.5,1061,0,4,50,210.237960815,42.375
19.5,1331,0,4,30,226.141555786,43.6875
19.6,1326,0,4,50,232.019393921,44.25
19.6,795,0,4,70,246.130050659,45.1875
19.7,582,0,3,60,228.370315552,45.5625
19.7,550,0,3,40,236.211776733,45.9375
19.6,254,0,4,20,250.127960205,46.125
19,163,0,4,360,256.439086914,46.5
18.6,100,0,4,10,250.049987793,46.6875
17.7,55,0,4,30,250,46.6875
17.5,0,0,5,30,224,45.375
17.2,0,0,4,30,196.063766479,44.8125
17,0,0,3,20,226.141555786,44.25
16.6,0,0,3,30,218.915512085,44.4375
16.2,0,0.2,3,60,197.716964722,43.125
15.6,0,0.6,3,30,162.788208008,41.25
15.4,0,0.2,3,40,163.36769104,40.6875
15.4,0,0,2,360,157.496032715,39.9375
15.3,0,0.2,2,360,167.69317627,39.9375
14.9,0,1,3,350,194.329620361,39
15,14,0.2,3,350,226,39.1875
15.1,50,4,2,30,259.106170654,40.5
15,111,0,4,10,268.745239258,41.8125
15.2,94,0,3,350,280.713378906,43.5
14.9,134,3.4,3,360,302.535949707,43.5
14.9,169,2,3,20,308.36505127,44.4375
15,354,1,3,10,298.739013672,45.1875
15.5,540,1.2,3,360,282.214447021,46.125
15.5,272,0,4,340,282.398651123,46.3125
15.5,235,0,5,340,266.608337402,46.125
15.4,211,0,4,340,295.846252441,46.5
15.3,130,0,4,330,289.558288574,47.25
15.2,143,0,4,340,285.187652588,47.25
15.1,32,0,4,340,305.109802246,48
15.1,0,0,3,340,277.625640869,47.8125
14.9,-5,0,3,340,198.816497803,46.125
14.9,-5,0,3,340,176.238479614,44.0625
14.8,-3,0,3,320,188.565643311,43.125
14.7,0,0,3,320,155.502410889,41.8125
14.5,0,0,3,300,135.029632568,40.125
14.4,0,0,3,300,112.538879395,38.8125
14.2,0,0.2,3,310,110.054534912,37.875
14.1,0,0,3,310,148.192443848,37.875
14.1,0,0,3,310,167.287185669,37.6875
14.1,10,0,4,300,239.365829468,39.1875
14.4,175,0,3,310,284.084503174,41.625
15.5,616,0,4,310,244.752929688,41.8125
16.1,775,0,5,300,249.729858398,42.9375
14.9,743,0.2,5,330,280.142822266,44.4375
15.8,1473,0.4,3,340,275.697296143,45.9375
16.1,1525,0,4,340,284.429260254,47.4375
16.9,1719,0,4,320,277.670654297,47.8125
17.5,1341,0,5,300,265.505187988,47.8125
17.3,1490,0,3,260,270.120330811,49.875
17.6,983,0,3,350,278.172607422,49.5
16.2,162,0,3,350,310.903533936,49.875
14.4,265,0.6,1,120,308.91583252,50.8125
13.4,60,0,1,170,318.44152832,51
12.9,0,0,1,180,284.54876709,51.375
12.7,0,0,2,240,312.968048096,50.8125
12.7,0,0,1,260,298.739013672,50.8125
11.7,0,0,2,240,240.010421753,48.75
11.1,0,0,1,210,200.242355347,45.9375
10.7,0,0,2,230,156.678009033,43.3125
10.9,0,0,2,250,141.209060669,41.4375
10.4,0,0,2,250,140.132080078,39.5625
9.9,0,0.2,2,240,149.452331543,38.625
9.8,0,0,2,250,198.282623291,38.625
9.5,25,0,2,240,272.259063721,39.75
10.5,373,0,2,230,272.389434814,42
12.3,844,0,2,240,226.715682983,42.375
14,1223,0,3,280,230.867935181,42.375
14.5,1214,0,4,300,222.50617981,42.9375
15.1,2187,0,4,290,220.27482605,43.125
16.5,1887,0,5,290,276.79776001,45.375
17.3,2352,0,5,310,267.46963501,45.1875
16.7,1552,0,7,310,264.83392334,45.9375
17,993,0,5,310,246.456893921,45.9375
18.3,886,0,5,300,253.047424316,46.5
16.1,887,0.4,5,310,272.259063721,47.4375
15.3,263,0,5,280,277.965820313,47.8125
13.1,54,0.8,3,300,296.445617676,48
12.8,0,0,1,100,257.526702881,48.375
12.4,0,0.8,3,320,291.871551514,47.25
12.4,0,0,3,300,246.811676025,45.5625
12.3,0,0,3,300,213.410400391,44.8125
12.8,0,0,4,300,169.649642944,42.9375
12.5,0,0,4,290,138.003616333,40.6875
12,0,0,4,290,118.270874023,38.8125
11,0,0,3,280,112.605506897,37.5
9.7,0,0,2,230,129.120101929,36.5625
9.9,0,0,3,260,185.690597534,36.375
9.6,28,0,3,260,279.329559326,38.625
11,328,0,3,260,331.058898926,42.375
11.8,650,0,4,270,317.955963135,44.8125
13.2,1096,0,5,280,329.514801025,46.5
14,1240,0,5,290,262.48046875,46.875
14.2,908,0,4,300,265.346954346,46.6875
15.9,1589,0,5,310,259.262420654,46.6875
16.9,1868,0,5,300,268.990692139,46.125
16.2,1274,0,6,310,251.366271973,46.3125
16.4,915,0,5,300,261.558776855,46.3125
16,838,0,5,290,273.095214844,45.5625
15.1,197,0,5,290,287.675170898,46.125
14.3,98,0,4,340,292.656799316,46.5
12.7,0,0,5,330,280.855834961,46.875
12.5,0,0,3,300,247.822509766,45.9375
12.6,0,0,2,270,286.44720459,45.375
12.6,0,0,3,260,276.407318115,45.75
12.1,0,0,3,280,247.822509766,45.1875
11.1,0,0,3,290,209.847564697,42.9375
10.5,0,0,4,290,197.909072876,41.625
10.5,0,0,3,280,162.505386353,40.3125
11.1,0,0,3,260,161.046569824,39
11.3,0,0,2,250,175.353927612,38.25
11.3,0,0,3,270,180.177688599,38.0625
12.1,16,0,4,290,245.381332397,38.4375
12.4,153,0,4,300,224.017852783,39.75
13.4,279,0,4,300,217.559188843,39.5625
15.2,1073,0,4,270,236.932479858,40.875
15.2,1477,0,5,280,218.387268066,41.25
15.5,1441,0,5,280,238.472213745,41.25
15.4,763,0,5,300,240.074981689,42.375
15.4,422,0,5,320,244.460632324,42.375
15.3,412,0,6,310,269.67388916,44.625
15.5,266,0,5,310,251.246887207,44.625
15.6,498,0,4,320,267.172241211,44.625
15.7,661,0,5,330,272.259063721,45
14.9,185,0,5,330,260.783447266,45.1875
14.6,31,0,4,330,265.181060791,45.1875
14.3,0,0,3,320,220.907226563,45.1875
14.1,0,0,3,300,291.652191162,45.9375
13.5,0,0,2,290,292.904418945,46.125
13.1,0,0,1,260,276.586334229,47.0625
12.3,1,0,2,250,228.560714722,45.375
11.4,0,0,2,260,201.099472046,43.125
10.3,0,0,2,250,177.766708374,41.4375
9.9,0,0,2,230,170,39.5625
9.8,0,0,2,250,173.530975342,38.25
10.8,0,0,2,230,203.666397095,38.4375
10.8,6,0.2,3,250,237.655212402,38.625
11.6,74,0,3,270,260.783447266,41.0625
12.5,249,0,4,280,302.676391602,41.4375
13.3,375,0.2,3,310,292.745635986,42.375
14,999,0,6,10,309.457580566,44.625
13.5,549,0,4,10,314.993652344,46.5
13.8,516,0,4,360,319.061126709,48.1875
14.5,709,0,4,340,308.525512695,48.9375
14.4,631,0,4,350,293.15524292,48.9375
15.6,901,0,4,340,262.762237549,48.5625
15.4,628,0,4,350,282.780822754,48.375
15.3,339,0,4,350,276.79776001,47.625
14.4,220,0,4,350,270.977844238,46.875
13.6,33,0,3,350,310.412628174,47.25
12.9,0,0,3,20,297.139709473,47.625
12.1,0,0,3,30,296.285339355,47.4375
11.4,0,0,2,30,288.111083984,46.6875
11,0,0,1,360,276.407318115,45.75
10.4,0,0,1,280,217.221084595,43.3125
8.9,0,0,1,280,173.158889771,40.5
7.8,0,0,2,260,145.825241089,38.0625
7.5,0,0,1,250,134.937026978,36.5625
7.1,0,0,2,240,131.02671814,34.6875
6.9,0,0,2,230,144.734237671,33.9375
7,26,0,2,220,156.016021729,33.375
8.3,375,0,1,210,195.028198242,33.5625
10.1,824,0,2,270,216,35.4375
13.6,1393,0,3,290,244.204833984,36.75
14.7,1784,0,4,290,266.227355957,39
16.3,1868,0,4,290,280.301635742,41.4375
18,2152,0,4,300,272.117614746,42.375
18.8,2254,0,5,310,288.293243408,44.4375
19,2354,0,5,300,284.21295166,45.375
19.3,1997,0,4,290,288.561950684,46.875
19.4,1551,0,5,300,270.47366333,48
19,735,0,5,310,290.118927002,48.75
17.8,135,0,5,300,310.716918945,50.25
16.5,30,0,4,310,343.402099609,51.375
14.3,0,0,2,280,319.411956787,52.5
13.1,0,0,1,260,266.317474365,51.375
14.7,0,0,4,310,276.181091309,50.0625
13.9,0,0,3,320,241.867736816,48
13.1,0,0,3,310,199.970001221,45.1875
12.4,0,0,2,280,178.538513184,42.9375
11.5,0,0,3,300,173.565551758,40.6875
10.3,0,0,2,260,175.72706604,39
9.6,0,0,2,300,187.299224854,38.0625
8.7,0,0,2,240,205.912597656,37.875
8.9,20,0,1,250,251.914672852,39
10.9,339,0,1,260,278.210357666,41.4375
12.6,801,0,2,320,268.700592041,42.75
14.8,1452,0,2,360,279.329559326,44.25
16.7,1923,0,3,10,252.871505737,44.8125
17.4,2054,0,3,20,231.698074341,44.25
17.9,1890,0,4,10,265.699066162,45.1875
17.1,1637,0,5,10,240.276916504,44.8125
16.6,1520,0,5,20,266.720825195,45.5625
16,1697,0,6,30,312.032043457,46.875
16.4,476,0,5,10,311.56539917,48
17.1,405,0,4,360,305.635406494,49.125
16.3,195,0,3,360,302.397094727,49.5
15.6,34,0,3,360,309.982269287,50.4375
14.9,0,0,2,350,264.612915039,49.3125
14.1,0,0,3,30,313,47.4375
13.2,0,0,3,40,292.554260254,48.75
12.8,0,0,3,50,205.078033447,45.5625
11.9,0,0,3,70,179.644088745,43.5
12.7,0,0,2,40,157.432525635,41.625
12.9,0,0,2,30,142.045761108,39.5625
12.7,0,0,3,40,140.730239868,38.4375
11.7,0,0,3,40,139.842773438,37.3125
11.2,0,0,2,30,166.048187256,37.125
11.8,9,0,2,30,209.876159668,37.125
12.2,105,0,2,30,208.626464844,37.3125
12.6,265,0,4,40,239.534973145,38.0625
12.9,376,0,4,40,216.843261719,39.1875
13.6,635,0,3,30,210.297409058,39.5625
14,783,0,3,40,217.313140869,39.9375
15,1209,0,3,60,239.58505249,40.875
15.1,980,0,3,50,251.525344849,42.1875
15.5,880,0,4,30,278.016174316,43.5
15.5,797,0,3,30,266.294952393,44.8125
16.9,1149,0,4,50,277.027069092,45
16.4,720,0,4,70,313.700500488,46.6875
15.9,203,0,4,60,332.054199219,48.375
15.4,13,0,4,80,331.090637207,50.4375
15.3,0,0,3,80,310.464172363,50.625
15.1,0,0,3,50,347.539916992,50.625
14.9,0,0,5,60,338.892303467,52.875
14.7,0,0,5,60,296.384887695,51.1875
14.4,0,0,4,60,253.621765137,49.3125
14.3,0,0,3,50,218.103179932,46.5
13.9,0,0,3,50,191.856719971,43.6875
13.7,0,0,4,60,182.471908569,42.375
13.5,0,0,4,60,203.273208618,41.4375
13.2,0,0,5,60,254.4425354,41.8125
13.2,2,0,3,40,325.129211426,44.0625
13.6,98,0,3,40,375.969421387,49.3125
14,279,0,4,50,393.71182251,52.5
14.3,281,0,3,80,412.922515869,55.6875
13.1,0,0,3,60,223.948654175,48
12.8,0,0,3,50,218.009170532,46.3125
12.3,0,0,3,60,238.537216187,45
12.3,0,0,3,60,263.469177246,45.375
12,7,0,3,60,311.826873779,45.5625
13.1,263,0,3,60,324.981536865,48.1875
14.8,772,0,4,60,344.772399902,50.8125
17.6,1333,0,4,70,383.537475586,54.1875
19.2,1901,0,6,80,366.154327393,55.875
20,2257,0,7,90,345.351989746,56.25
20.8,2501,0,8,80,349.594055176,55.875
20.3,2501,0,8,70,349.885681152,56.25
20.4,2317,0,7,90,345.253540039,56.0625
20.7,1951,0,8,80,338.023681641,56.25
14.3,0,0,3,60,239.885391235,49.875
13.8,0,0,3,60,220.637710571,47.25
13.4,0,0,3,70,232.997848511,45.5625
13.4,0,0,2,80,249.230819702,44.8125
13,0,0,3,80,256.632019043,45
12.6,6,0.2,3,70,343.233154297,46.6875
13.6,267,0,3,80,403.608734131,52.6875
15,743,0,4,100,400.51965332,56.25
16.4,0,0,4,90,241.238464355,51.5625
16.2,0,0,3,90,241.238464355,49.6875
16.6,0,0,3,120,263.400848389,49.125
16.7,0,0,4,140,233.418075562,48.75
16.3,0,0,4,120,259.886505127,47.8125
16.2,1,0.2,4,150,364.215606689,49.125
16.4,75,0,5,170,396.773223877,55.6875
17,361,0,5,170,372.263336182,55.5
13,0,0,2,220,201.556442261,49.125
12.2,0,0,2,200,157.432525635,45.1875
12,0,0,1,160,147.678710938,42.75
11.1,0,0,1,120,132.19682312,40.6875
11.1,0,0,1,120,129.120101929,39
10.7,0,0,1,120,130.770797729,37.6875
10,0,0,1,140,164.4506073,36.75
11.1,175,0,1,100,222.200363159,37.125
13.5,411,0,1,120,228.396591187,39.375
14.6,546,0,2,80,235.669265747,39.375
15.2,675,0,3,100,246.657653809,41.0625
15.5,681,0,4,100,316.632293701,44.4375
16.5,1595,0,5,100,309.762817383,46.5
17.6,1477,0,5,100,326.583831787,48.5625
17.5,1576,0,6,100,314.949188232,48.75
16.8,1159,0,5,100,318.648712158,49.6875
16.5,889,0,5,100,331.789093018,50.4375
15.9,506,0,6,110,355.82019043,52.5
15.2,266,0,5,120,376.34161377,54
14.1,32,0,4,100,371.117218018,56.4375
13.3,0,0,3,100,361.072021484,56.4375
12.9,0,0,3,100,319.411956787,54.5625
12.7,0,0,3,100,291.348602295,51.75
12.6,0,0,3,100,290.118927002,50.8125
12.7,0,0,4,90,238.027313232,47.25
13,0,0,5,90,206.651885986,44.625
12.6,0,0.8,5,80,175.931808472,42.1875
12.5,0,0.8,5,90,210.297409058,40.875
