Air_temperature,Global_solar_radiation,Precipitation,Wind_speed,Wind_direction,Load_condition,Transformer_temperature
17.8,0.0,0.0,4.0,260.0,199.970001221,45.9375
17.1,0.0,0.2,4.0,240.0,191.415771484,44.625
16.9,0.0,0.0,5.0,240.0,187.970748901,42.9375
16.8,0.0,0.0,5.0,240.0,179.72479248,42.5625
16.5,0.0,0.0,5.0,230.0,170.601882935,41.25
16.2,0.0,0.0,6.0,220.0,179.120071411,40.6875
15.4,11.0,0.0,5.0,220.0,175.840835571,39.9375
15.7,171.0,0.0,5.0,240.0,182.485610962,39.5625
17.0,762.0,0.0,5.0,240.0,192.854873657,39.375
18.7,1207.0,0.0,6.0,230.0,209.847564697,40.3125
19.9,1112.0,0.0,5.0,230.0,234.061950684,41.8125
20.5,1769.0,0.0,6.0,220.0,234.061950684,43.125
20.9,1959.0,0.0,6.0,220.0,247.759963989,44.625
23.5,2854.0,0.0,7.0,200.0,259.924987793,45.9375
22.5,1973.0,0.0,7.0,200.0,243.310501099,46.125
23.4,2229.0,0.0,7.0,200.0,239.534973145,46.5
22.3,1393.0,0.0,9.0,190.0,228.84928894,46.3125
22.2,1387.0,0.0,9.0,190.0,213.063369751,46.3125
22.4,1614.0,0.0,10.0,180.0,225.177703857,45.9375
21.5,630.0,0.0,8.0,190.0,240.276916504,46.125
21.4,335.0,0.0,7.0,180.0,227.727905273,45.9375
20.7,51.0,0.0,5.0,160.0,243.852416992,45.9375
19.6,0.0,0.0,5.0,150.0,233.343093872,45.9375
19.0,0.0,0.0,5.0,150.0,207.279998779,45.1875
19.2,0.0,0.0,5.0,180.0,183.564697266,43.6875
16.7,0.0,2.8,4.0,170.0,187.480667114,41.625
16.7,0.0,0.0,3.0,160.0,190.67250061,41.625
16.9,0.0,0.0,3.0,170.0,196.451019287,41.4375
16.8,0.0,0.0,4.0,190.0,191.481063843,41.0625
16.4,0.0,0.0,4.0,200.0,213.21585083,40.875
16.6,8.0,0.0,4.0,200.0,256.639831543,41.625
16.8,235.0,0.0,4.0,200.0,264.741394043,42.9375
18.0,555.0,0.0,5.0,210.0,295.918914795,45.9375
19.0,887.0,0.0,6.0,220.0,299.813262939,46.3125
19.5,1111.0,0.0,6.0,220.0,293.782226563,47.8125
21.2,1165.0,0.0,6.0,220.0,310.38684082,50.0625
22.4,1755.0,0.0,5.0,210.0,321.906829834,51.5625
22.3,2133.0,0.0,8.0,210.0,330.854949951,53.0625
22.1,2256.0,0.0,8.0,220.0,315.203094482,53.0625
22.7,2627.0,0.0,8.0,210.0,328.0,53.4375
21.9,1253.0,0.0,8.0,210.0,320.199951172,53.625
22.4,1729.0,0.0,9.0,210.0,315.057128906,54.0
22.6,1305.0,0.0,7.0,220.0,296.249908447,53.4375
21.4,454.0,0.0,7.0,210.0,277.35357666,51.5625
19.5,137.0,0.0,7.0,220.0,266.720825195,49.5
18.4,67.0,0.0,5.0,220.0,237.427886963,48.75
17.4,0.0,0.0,3.0,220.0,239.039749146,47.625
17.2,0.0,0.0,4.0,210.0,248.917663574,46.875
16.7,0.0,0.0,4.0,210.0,228.008773804,45.9375
16.5,0.0,0.0,5.0,220.0,205.448287964,44.625
16.1,0.0,0.0,4.0,200.0,188.743209839,43.125
16.1,0.0,0.0,3.0,210.0,181.041427612,42.1875
16.1,0.0,0.0,3.0,200.0,172.800460815,41.4375
15.9,0.0,0.0,4.0,210.0,186.815414429,40.5
15.9,7.0,0.0,3.0,200.0,205.0,40.5
16.3,122.0,0.0,3.0,190.0,293.783935547,41.4375
17.1,274.0,0.0,3.0,200.0,324.322357178,45.375
17.0,165.0,0.2,4.0,190.0,340.969207764,47.25
15.8,158.0,3.0,3.0,170.0,342.22946167,47.8125
16.5,338.0,0.4,4.0,180.0,344.772399902,49.125
16.6,384.0,0.4,5.0,190.0,336.340606689,49.3125
17.1,704.0,1.4,5.0,190.0,325.576416016,49.5
17.6,454.0,0.4,4.0,190.0,333.088562012,49.875
18.0,938.0,0.0,3.0,220.0,321.645782471,51.5625
19.5,1226.0,0.0,5.0,210.0,326.142608643,52.875
20.3,1384.0,0.0,5.0,220.0,331.475494385,53.0625
21.3,1142.0,0.0,6.0,230.0,326.142608643,54.0
21.0,817.0,0.0,5.0,230.0,303.980255127,54.0
20.7,600.0,0.0,5.0,230.0,286.39831543,53.0625
19.9,53.0,0.0,5.0,230.0,293.170593262,53.0625
19.3,0.0,0.0,4.0,240.0,279.028686523,52.5
18.6,0.0,0.0,3.0,240.0,261.558776855,51.0
18.2,0.0,0.0,3.0,230.0,239.927078247,49.125
18.0,0.0,0.0,4.0,230.0,226.106170654,47.8125
17.4,0.0,0.0,4.0,230.0,209.389587402,46.3125
17.2,0.0,0.0,3.0,220.0,199.859954834,45.0
17.2,0.0,0.0,4.0,220.0,201.801879883,44.0625
17.0,0.0,0.0,3.0,230.0,209.351379395,43.6875
16.9,7.0,0.0,3.0,210.0,225.56817627,43.3125
17.2,163.0,0.0,3.0,210.0,268.151062012,44.0625
17.8,314.0,0.0,4.0,220.0,267.306945801,45.0
17.3,235.0,0.4,3.0,180.0,262.937255859,45.375
18.1,334.0,0.2,4.0,180.0,283.985900879,46.5
19.4,726.0,0.0,5.0,210.0,290.268829346,47.625
21.0,1058.0,0.0,5.0,210.0,309.483428955,49.6875
21.7,1522.0,0.0,7.0,230.0,312.358764648,51.375
21.9,1271.0,0.0,7.0,220.0,320.249908447,52.3125
24.1,2343.0,0.0,7.0,220.0,323.88269043,54.0
23.5,1117.0,0.0,7.0,220.0,320.413787842,54.5625
22.9,934.0,0.0,7.0,210.0,333.088562012,54.75
22.2,665.0,0.0,6.0,210.0,322.024841309,55.6875
21.4,306.0,0.0,6.0,210.0,305.941162109,55.5
21.0,99.0,0.0,5.0,220.0,303.066009521,54.9375
20.7,17.0,0.0,5.0,210.0,306.111083984,54.375
20.6,0.0,0.0,4.0,200.0,302.165527344,53.4375
20.4,0.0,0.0,4.0,200.0,311.56539917,53.8125
20.1,0.0,0.0,3.0,200.0,289.663604736,53.625
19.9,0.0,0.0,3.0,190.0,253.938964844,52.125
19.7,0.0,0.0,3.0,190.0,236.543869019,50.8125
19.3,0.0,0.0,3.0,180.0,226.450881958,49.6875
18.4,0.0,0.0,2.0,170.0,216.621795654,48.1875
17.6,0.0,0.0,2.0,130.0,223.653747559,47.25
17.0,10.0,0.0,1.0,100.0,284.253417969,47.25
17.4,265.0,0.0,2.0,100.0,328.495056152,50.8125
19.5,781.0,0.0,3.0,110.0,344.244110107,52.875
22.8,1355.0,0.0,4.0,120.0,355.99017334,56.8125
18.7,0.0,0.0,4.0,220.0,220.880050659,52.6875
17.6,0.0,0.0,4.0,230.0,222.252105713,51.0
17.6,5.0,0.0,4.0,230.0,270.296142578,50.4375
18.2,135.0,0.0,4.0,220.0,321.09967041,51.5625
18.4,182.0,0.0,4.0,200.0,348.041656494,53.625
18.3,197.0,0.0,3.0,200.0,365.771789551,55.5
18.4,516.0,0.0,3.0,200.0,363.81451416,56.8125
18.1,0.0,0.0,5.0,200.0,205.912597656,50.4375
16.6,0.0,0.0,4.0,190.0,171.976745605,45.9375
16.5,0.0,0.0,4.0,190.0,158.858428955,44.8125
16.1,0.0,0.0,5.0,190.0,148.192443848,42.75
15.6,0.0,0.0,4.0,190.0,152.082214355,41.625
15.7,0.0,0.0,4.0,200.0,140.684036255,40.5
15.5,7.0,0.0,4.0,200.0,147.091812134,39.9375
15.7,247.0,0.0,3.0,210.0,166.904159546,39.9375
16.7,561.0,0.0,5.0,210.0,200.661407471,39.9375
17.3,795.0,0.0,6.0,220.0,270.680633545,42.375
19.2,1395.0,0.0,6.0,220.0,312.526794434,46.3125
19.2,2372.0,0.0,6.0,220.0,334.974639893,49.5
21.4,2164.0,0.0,6.0,220.0,342.986877441,51.5625
22.1,1667.0,0.0,7.0,220.0,349.017181396,53.8125
22.5,2174.0,0.0,7.0,220.0,333.730438232,54.375
23.9,2392.0,0.0,8.0,210.0,302.165527344,54.0
22.7,2455.0,0.0,7.0,220.0,313.789733887,54.375
23.3,1820.0,0.0,8.0,200.0,236.279495239,51.5625
23.0,1219.0,0.0,7.0,220.0,238.430282593,51.375
21.5,995.0,0.0,6.0,220.0,230.054336548,50.25
20.4,499.0,0.0,5.0,210.0,225.503875732,48.75
19.4,51.0,0.0,5.0,200.0,227.982452393,48.1875
18.6,0.0,0.0,5.0,200.0,228.396591187,47.25
17.5,0.0,0.0,4.0,210.0,185.194488525,45.375
16.7,0.0,0.0,4.0,200.0,201.318161011,44.8125
16.2,0.0,0.0,3.0,210.0,170.660476685,43.125
15.6,0.0,0.0,4.0,210.0,136.937942505,41.4375
15.3,0.0,0.0,3.0,210.0,118.511604309,39.75
15.0,0.0,0.0,2.0,180.0,116.726173401,38.8125
14.8,0.0,0.0,2.0,190.0,129.259429932,38.0625
15.2,12.0,0.0,2.0,180.0,137.931137085,38.0625
15.5,139.0,0.0,3.0,190.0,152.069061279,38.0625
16.4,465.0,0.0,4.0,190.0,174.771286011,38.25
18.0,1011.0,0.0,5.0,200.0,212.577041626,38.8125
19.7,2100.0,0.0,7.0,200.0,229.512527466,41.625
21.4,2371.0,0.0,7.0,200.0,221.199005127,42.375
21.0,1843.0,0.0,7.0,200.0,213.775588989,42.9375
22.6,1871.0,0.0,7.0,200.0,223.008972168,43.125
22.2,2058.0,0.0,8.0,200.0,218.506286621,43.6875
23.4,2445.0,0.0,7.0,200.0,216.233673096,44.25
22.4,2021.0,0.0,8.0,210.0,215.824005127,44.25
23.1,1443.0,0.0,7.0,210.0,213.841064453,44.25
22.2,1008.0,0.0,7.0,210.0,212.275756836,44.4375
21.2,638.0,0.0,6.0,190.0,212.577041626,44.4375
20.4,231.0,0.0,6.0,200.0,218.213195801,44.4375
19.7,41.0,0.0,5.0,190.0,224.899978638,44.4375
18.9,0.0,0.0,4.0,170.0,222.036026001,44.4375
18.8,0.0,0.0,3.0,170.0,205.526153564,44.25
18.7,0.0,0.0,2.0,190.0,186.429611206,44.0625
18.6,0.0,0.0,3.0,170.0,166.373077393,43.125
17.2,0.0,0.0,3.0,150.0,152.590957642,41.8125
17.0,0.0,0.0,2.0,140.0,138.462997437,41.0625
17.0,0.0,0.0,1.0,120.0,130.049987793,39.75
17.6,0.0,0.0,3.0,130.0,136.312149048,39.375
17.4,0.0,0.0,2.0,130.0,184.610397339,38.8125
18.1,107.0,0.0,2.0,140.0,231.464904785,40.5
18.8,369.0,0.0,3.0,150.0,233.07723999,41.4375
19.3,623.0,0.0,5.0,170.0,292.856628418,44.625
19.9,663.0,0.0,4.0,170.0,357.418518066,48.75
21.2,1259.0,0.0,5.0,180.0,364.484558105,52.5
22.7,1963.0,0.0,8.0,190.0,355.533416748,54.9375
21.7,854.0,0.0,7.0,190.0,341.976593018,55.125
22.0,2178.0,0.0,9.0,180.0,341.678222656,55.875
23.1,1597.0,0.0,7.0,190.0,301.62890625,56.25
21.8,829.0,0.0,6.0,190.0,281.042694092,54.1875
19.5,422.0,0.0,2.0,130.0,294.598022461,51.9375
18.2,72.0,0.0,3.0,190.0,296.553527832,51.375
18.0,136.0,0.0,2.0,300.0,285.497802734,50.4375
17.8,111.0,0.0,3.0,260.0,273.585449219,49.5
17.2,92.0,0.0,3.0,240.0,255.556259155,48.9375
17.1,0.0,0.0,3.0,260.0,248.171310425,48.0
16.3,0.0,0.0,4.0,270.0,238.430282593,46.875
16.0,0.0,0.0,3.0,270.0,198.655487061,45.0
15.4,0.0,0.0,3.0,270.0,182.002746582,43.5
14.4,0.0,0.0,4.0,280.0,165.275527954,41.8125
13.8,0.0,0.0,3.0,270.0,157.848022461,40.5
12.8,0.0,0.0,3.0,260.0,155.241744995,39.1875
12.3,0.0,0.0,2.0,220.0,161.554946899,38.625
12.0,0.0,0.0,2.0,240.0,189.736663818,37.875
12.9,202.0,0.0,2.0,250.0,223.394271851,38.8125
14.2,683.0,0.0,2.0,250.0,239.633056641,39.5625
16.8,1321.0,0.0,2.0,310.0,263.469177246,42.5625
18.1,1932.0,0.0,2.0,270.0,284.015838623,45.375
19.3,2446.0,0.0,2.0,270.0,275.078155518,46.6875
19.0,1623.0,0.0,4.0,270.0,273.130004883,47.625
20.1,2108.0,0.0,3.0,240.0,281.426727295,48.75
21.8,2874.0,0.0,3.0,300.0,270.658447266,49.125
22.5,2578.0,0.0,3.0,290.0,268.693145752,49.3125
22.3,1597.0,0.0,2.0,290.0,278.890655518,49.3125
21.3,776.0,0.0,2.0,290.0,289.663604736,50.4375
21.4,730.0,0.0,2.0,40.0,291.821868896,51.1875
21.3,604.0,0.0,1.0,10.0,285.049133301,51.375
20.3,339.0,0.0,1.0,320.0,277.115509033,51.375
18.9,28.0,0.0,2.0,130.0,277.115509033,51.1875
18.3,0.0,0.0,2.0,180.0,257.955413818,50.4375
16.4,0.0,0.0,2.0,220.0,241.878067017,48.375
15.8,0.0,0.0,2.0,240.0,221.46105957,46.5
16.1,0.0,0.0,1.0,100.0,214.720748901,44.8125
16.7,0.0,0.0,2.0,90.0,207.238998413,44.0625
16.9,0.0,0.0,3.0,110.0,201.308227539,42.9375
16.5,0.0,0.0,4.0,90.0,199.461776733,42.1875
15.9,0.0,0.0,2.0,70.0,198.698257446,41.8125
15.9,0.0,0.0,1.0,360.0,239.741531372,41.625
15.5,76.0,0.0,3.0,40.0,256.376678467,42.1875
16.2,333.0,0.0,4.0,40.0,264.123077393,42.75
17.2,640.0,0.0,5.0,50.0,293.97277832,44.4375
17.8,990.0,0.0,5.0,30.0,307.787261963,46.6875
19.6,1593.0,0.0,5.0,30.0,314.587036133,48.75
21.5,2459.0,0.0,5.0,40.0,318.220062256,50.4375
21.3,2368.0,0.0,5.0,20.0,321.602233887,51.75
21.4,2406.0,0.0,5.0,20.0,306.811004639,52.125
21.4,2452.0,0.0,5.0,30.0,302.927398682,52.125
21.5,1437.0,0.0,5.0,20.0,307.787261963,52.3125
21.4,1279.0,0.0,4.0,10.0,315.784729004,53.0625
21.3,1059.0,0.0,5.0,30.0,311.661682129,53.4375
21.2,883.0,0.0,5.0,20.0,294.598022461,53.625
20.1,396.0,0.0,4.0,40.0,269.779541016,52.125
18.8,50.0,0.0,4.0,50.0,268.151062012,51.5625
17.8,0.0,0.0,3.0,50.0,260.278686523,50.25
17.4,0.0,0.0,2.0,30.0,255.978515625,48.5625
15.8,0.0,0.0,1.0,40.0,235.161651611,46.6875
15.5,0.0,0.0,1.0,340.0,217.349945068,44.4375
15.0,0.0,0.0,1.0,350.0,205.104858398,43.125
14.0,0.0,0.0,1.0,330.0,198.123703003,41.625
13.3,0.0,0.0,1.0,300.0,193.651748657,40.3125
12.6,0.0,0.0,1.0,290.0,202.68447876,39.5625
12.0,0.0,0.0,1.0,240.0,222.171112061,39.5625
12.4,194.0,0.0,2.0,310.0,244.00819397,39.5625
14.9,658.0,0.0,1.0,130.0,267.619140625,40.875
17.7,1229.0,0.0,1.0,260.0,279.435150146,43.6875
19.0,1798.0,0.0,1.0,320.0,286.810028076,46.5
20.1,2240.0,0.0,2.0,250.0,293.127960205,48.375
21.6,2026.0,0.0,3.0,260.0,311.878173828,49.125
23.1,2612.0,0.0,2.0,260.0,309.885467529,51.375
23.0,2794.0,0.0,3.0,290.0,309.885467529,52.125
23.6,1998.0,0.0,3.0,310.0,307.962646484,53.0625
24.3,1761.0,0.0,3.0,230.0,307.416656494,53.8125
24.5,955.0,0.0,4.0,230.0,320.324829102,54.9375
22.8,903.0,0.0,5.0,180.0,306.452270508,55.3125
21.8,400.0,0.0,5.0,190.0,294.531829834,55.3125
21.1,157.0,0.0,5.0,200.0,287.904510498,54.9375
19.7,37.0,0.0,6.0,190.0,293.73626709,54.5625
18.7,0.0,0.0,5.0,190.0,277.027069092,53.25
18.0,0.0,0.0,4.0,190.0,261.013397217,52.125
17.7,0.0,0.0,4.0,200.0,220.880050659,49.5
17.3,0.0,0.0,3.0,190.0,196.865432739,47.4375
17.4,0.0,0.0,4.0,200.0,176.411453247,45.1875
17.1,0.0,0.0,4.0,200.0,171.813858032,43.6875
17.3,0.0,0.0,5.0,190.0,167.343963623,42.375
17.2,0.0,0.0,4.0,200.0,199.461776733,41.625
16.3,0.0,0.0,4.0,190.0,214.310516357,41.625
15.7,12.0,0.0,2.0,180.0,241.48085022,41.625
16.4,155.0,0.0,3.0,200.0,244.245773315,41.8125
17.3,369.0,0.0,3.0,210.0,270.431152344,43.875
18.6,801.0,0.0,4.0,220.0,292.588439941,46.5
19.7,937.0,0.0,5.0,240.0,305.851257324,48.375
21.9,1700.0,0.0,5.0,260.0,315.659637451,50.25
21.9,1675.0,0.0,7.0,300.0,320.661804199,51.5625
22.7,1633.0,0.0,7.0,300.0,322.093139648,52.875
24.3,1685.0,0.0,7.0,290.0,319.662322998,53.4375
23.8,1340.0,0.0,7.0,290.0,335.738006592,54.9375
23.7,1009.0,0.0,7.0,300.0,340.929626465,55.875
22.5,1109.0,0.0,7.0,300.0,317.907226563,56.0625
21.7,667.0,0.0,8.0,290.0,306.88760376,55.875
20.7,148.0,0.0,7.0,310.0,297.523101807,54.9375
19.7,26.0,0.0,7.0,300.0,284.401123047,53.8125
19.2,0.0,0.0,5.0,300.0,260.837127686,52.125
18.7,0.0,0.0,6.0,290.0,228.877700806,49.6875
18.0,0.0,0.0,6.0,300.0,197.668914795,47.4375
17.3,0.0,0.0,4.0,300.0,179.234481812,46.125
17.1,0.0,0.0,3.0,280.0,166.207702637,43.6875
16.2,0.0,0.0,3.0,280.0,160.4400177,42.1875
15.7,0.0,0.0,4.0,300.0,149.452331543,40.6875
14.7,0.0,0.0,3.0,280.0,141.760360718,39.9375
14.6,1.0,0.0,2.0,270.0,145.602203369,39.375
14.8,92.0,0.0,2.0,270.0,163.746749878,39.375
15.4,294.0,0.0,2.0,250.0,171.478866577,39.1875
16.2,550.0,0.0,2.0,250.0,188.51260376,39.375
17.6,980.0,0.0,2.0,210.0,199.612121582,39.9375
18.8,1480.0,0.0,3.0,220.0,210.4400177,40.875
19.5,1925.0,0.0,5.0,270.0,203.577987671,41.8125
19.5,1238.0,0.0,5.0,250.0,205.543182373,42.0
20.1,1664.0,0.0,4.0,260.0,218.979446411,43.125
21.4,1236.0,0.0,6.0,280.0,223.787841797,43.125
21.1,1186.0,0.0,6.0,270.0,230.054336548,43.6875
22.1,1321.0,0.0,6.0,270.0,226.514892578,44.25
21.4,965.0,0.0,5.0,260.0,221.639343262,44.25
20.8,460.0,0.0,6.0,280.0,220.637710571,44.25
20.2,228.0,0.0,7.0,290.0,215.415878296,44.25
19.2,25.0,0.0,5.0,290.0,211.518325806,44.0625
17.9,0.0,0.0,4.0,290.0,203.960784912,43.6875
15.9,0.0,0.0,2.0,270.0,208.904281616,42.9375
17.4,0.0,0.0,2.0,200.0,180.679275513,42.0
17.1,0.0,0.0,2.0,210.0,169.047332764,40.6875
16.6,0.0,0.0,2.0,230.0,159.890594482,40.5
16.7,0.0,0.0,2.0,210.0,153.310150146,39.5625
15.8,0.0,0.0,2.0,220.0,148.192443848,39.375
16.1,0.0,0.0,3.0,220.0,144.308700562,38.4375
16.5,1.0,0.0,3.0,230.0,135.366165161,37.5
16.5,101.0,0.0,3.0,240.0,151.211776733,37.5
17.1,556.0,0.0,4.0,240.0,171.813858032,37.6875
18.0,729.0,0.0,4.0,240.0,194.030929565,38.4375
18.9,1170.0,0.0,5.0,240.0,196.461196899,38.8125
19.5,1194.0,0.0,5.0,250.0,207.894210815,39.5625
20.1,1080.0,0.0,5.0,250.0,219.317123413,41.4375
21.8,1949.0,0.0,7.0,270.0,226.874420166,42.375
22.5,2453.0,0.0,7.0,260.0,219.672485352,43.125
23.3,2891.0,0.0,8.0,270.0,212.132034302,43.6875
22.6,2022.0,0.0,7.0,280.0,218.213195801,43.6875
22.1,1762.0,0.0,7.0,270.0,218.817276001,44.0625
21.7,1169.0,0.0,7.0,270.0,218.979446411,44.0625
20.9,998.0,0.0,6.0,270.0,221.822006226,44.0625
20.2,198.0,0.0,5.0,280.0,224.964447021,44.25
18.6,34.0,0.0,5.0,270.0,226.645095825,44.0625
17.4,0.0,0.0,4.0,260.0,220.465423584,43.875
17.3,0.0,0.0,5.0,260.0,203.049255371,43.5
16.5,0.0,0.0,3.0,260.0,169.543502808,42.375
16.1,0.0,0.0,3.0,230.0,163.746749878,41.0625
15.6,0.0,0.0,2.0,210.0,155.241744995,40.125
14.6,0.0,0.0,2.0,210.0,149.452331543,39.375
14.3,0.0,0.0,2.0,210.0,148.929519653,38.4375
14.1,0.0,0.0,2.0,210.0,177.789199829,38.25
13.8,0.0,0.0,2.0,210.0,214.009338379,38.25
14.1,53.0,0.0,2.0,200.0,246.908889771,39.5625
14.6,243.0,0.0,2.0,220.0,254.4425354,41.0625
15.5,416.0,0.0,3.0,230.0,263.638000488,42.375
17.5,1383.0,0.0,4.0,270.0,266.833282471,44.0625
19.5,1982.0,0.0,6.0,290.0,259.470611572,45.375
18.7,1186.0,0.0,6.0,280.0,265.932312012,45.375
20.3,2017.0,0.0,8.0,280.0,269.258239746,45.9375
20.6,1930.0,0.0,8.0,280.0,285.490814209,46.875
20.2,2207.0,0.0,7.0,280.0,286.008728027,47.4375
20.1,1028.0,0.0,7.0,290.0,284.613769531,48.1875
20.3,667.0,0.0,6.0,290.0,287.923614502,48.5625
19.8,751.0,0.0,7.0,280.0,282.177246094,48.75
19.5,276.0,0.0,7.0,300.0,278.188781738,48.75
18.6,157.0,0.0,8.0,300.0,265.149017334,48.5625
18.0,27.0,0.0,7.0,300.0,255.313537598,48.0
17.6,0.0,0.0,6.0,290.0,239.365829468,46.875
16.3,0.0,0.0,5.0,290.0,211.518325806,45.375
15.6,0.0,0.0,5.0,290.0,174.642486572,43.125
14.9,0.0,0.0,6.0,300.0,157.965179443,41.0625
14.2,0.0,0.0,6.0,300.0,143.136291504,39.375
13.4,0.0,0.0,4.0,290.0,130.770797729,37.875
12.5,0.0,0.0,2.0,250.0,130.770797729,36.5625
12.0,0.0,0.0,2.0,230.0,154.738494873,36.0
11.7,0.0,0.0,2.0,230.0,173.769958496,36.0
12.7,255.0,0.0,2.0,220.0,232.13142395,37.3125
13.2,479.0,0.0,3.0,250.0,252.073394775,38.625
14.4,572.0,0.0,3.0,280.0,233.323806763,39.375
15.9,1266.0,0.0,3.0,260.0,231.905151367,41.25
18.2,2202.0,0.0,5.0,280.0,244.787658691,42.375
19.1,2023.0,0.0,6.0,280.0,243.507705688,43.125
19.6,1807.0,0.0,7.0,280.0,253.211380005,44.25
20.0,2248.0,0.0,7.0,270.0,253.211380005,44.4375
19.2,542.0,0.0,5.0,270.0,249.815933228,44.625
18.3,444.0,0.0,7.0,270.0,249.815933228,44.8125
18.5,823.0,0.0,7.0,280.0,254.960784912,45.1875
18.4,591.0,0.0,5.0,280.0,251.103561401,45.1875
15.8,186.0,0.0,5.0,280.0,245.725463867,45.0
16.0,163.0,0.0,2.0,220.0,236.008468628,45.0
14.5,22.0,0.0,2.0,280.0,216.621795654,44.4375
13.7,0.0,0.0,1.0,190.0,210.4400177,43.6875
13.3,0.0,0.0,1.0,210.0,220.227157593,43.125
13.2,0.0,0.0,1.0,210.0,186.815414429,41.4375
13.0,0.0,0.0,2.0,230.0,171.45262146,40.6875
12.9,0.0,0.0,1.0,230.0,151.476074219,38.8125
12.6,0.0,0.0,2.0,240.0,140.132080078,37.6875
12.0,0.0,0.0,2.0,230.0,140.730239868,36.9375
11.6,0.0,0.0,2.0,220.0,146.454772949,36.0
11.0,0.0,0.0,2.0,210.0,167.10774231,35.4375
11.7,160.0,0.0,1.0,190.0,201.791976929,36.1875
13.5,633.0,0.0,1.0,210.0,217.598251343,37.5
16.7,1261.0,0.0,2.0,190.0,251.103561401,40.875
18.6,1809.0,0.0,2.0,200.0,268.680114746,43.3125
20.1,2312.0,0.0,3.0,240.0,277.769683838,45.9375
21.7,1237.0,0.0,3.0,240.0,277.200286865,46.6875
20.4,1667.0,0.0,4.0,230.0,278.842254639,47.0625
22.1,2060.0,0.0,5.0,240.0,270.601196289,47.625
22.3,2204.0,0.0,4.0,230.0,264.282043457,48.5625
22.2,1361.0,0.0,4.0,220.0,272.523406982,48.5625
21.6,886.0,0.0,5.0,210.0,279.685546875,49.125
21.1,595.0,0.0,5.0,230.0,279.685546875,49.5
19.7,221.0,0.0,6.0,220.0,262.083953857,49.3125
17.2,73.0,0.0,5.0,220.0,261.013397217,48.75
16.3,8.0,0.0,2.0,200.0,255.225387573,48.0
16.3,0.0,0.0,3.0,190.0,242.785919189,47.25
16.6,0.0,0.0,3.0,200.0,216.584854126,45.9375
16.7,0.0,0.0,3.0,200.0,191.206695557,44.8125
17.0,0.0,0.0,3.0,200.0,182.485610962,43.6875
17.2,0.0,0.0,2.0,200.0,164.438430786,42.75
17.3,0.0,0.0,3.0,200.0,162.542297363,41.8125
17.3,0.0,0.0,3.0,190.0,157.190963745,40.875
17.1,0.0,0.0,3.0,200.0,166.760299683,40.6875
17.4,0.0,0.0,2.0,200.0,213.466629028,40.6875
17.7,66.0,0.0,3.0,200.0,252.744934082,42.375
18.3,242.0,0.0,3.0,200.0,250.121963501,43.125
19.3,656.0,0.0,4.0,210.0,267.619140625,44.4375
19.4,463.0,0.0,5.0,220.0,289.689483643,45.9375
20.9,1137.0,0.0,6.0,220.0,294.531829834,47.8125
22.6,1607.0,0.0,6.0,220.0,299.7215271,49.3125
22.1,1363.0,0.0,6.0,230.0,294.516540527,49.6875
24.1,1247.0,0.0,8.0,220.0,309.34286499,50.4375
22.9,873.0,0.0,6.0,220.0,305.491394043,51.5625
22.5,1002.0,0.0,7.0,230.0,308.5206604,52.125
21.8,1325.0,0.0,3.0,240.0,299.7215271,51.375
22.8,819.0,0.0,4.0,210.0,300.281524658,51.75
22.4,577.0,0.0,6.0,210.0,296.013519287,50.8125
21.6,321.0,0.0,6.0,200.0,290.125823975,50.8125
20.3,11.0,0.0,5.0,210.0,286.810028076,51.1875
19.5,0.0,0.0,4.0,210.0,263.865509033,50.625
18.5,0.0,0.0,3.0,200.0,254.566299438,50.25
18.1,0.0,0.0,4.0,190.0,211.981124878,48.375
17.3,0.0,0.0,4.0,200.0,180.499313354,46.3125
17.3,0.0,0.0,4.0,210.0,172.351379395,44.4375
17.1,0.0,0.0,4.0,200.0,157.190963745,42.5625
17.2,0.0,0.0,4.0,200.0,167.63053894,41.8125
17.3,0.0,0.0,4.0,200.0,161.012420654,41.0625
17.1,0.0,0.0,5.0,200.0,215.415878296,40.875
17.4,55.0,0.0,4.0,200.0,265.580505371,42.1875
17.8,142.0,0.0,4.0,210.0,267.290100098,42.9375
17.6,172.0,0.0,4.0,200.0,282.688873291,44.0625
17.9,423.0,0.0,4.0,200.0,290.558074951,45.0
18.5,541.0,0.0,4.0,200.0,300.273223877,46.5
19.4,795.0,0.0,5.0,210.0,302.218475342,47.8125
20.0,1007.0,0.0,5.0,210.0,301.761505127,49.125
20.3,739.0,0.0,5.0,210.0,292.856628418,49.5
19.8,500.0,0.0,5.0,220.0,289.394195557,50.25
21.1,1302.0,0.0,5.0,200.0,287.0,50.4375
21.9,1326.0,0.0,5.0,200.0,286.195739746,51.0
22.2,1351.0,0.0,5.0,200.0,286.195739746,51.0
21.2,493.0,0.0,5.0,200.0,286.937286377,51.0
20.6,371.0,0.0,5.0,200.0,266.182281494,50.8125
19.4,11.0,0.0,4.0,190.0,263.638000488,50.8125
18.4,0.0,0.0,3.0,210.0,242.6849823,50.0625
18.2,0.0,0.0,2.0,210.0,233.985046387,49.125
17.5,0.0,0.0,3.0,220.0,219.529037476,47.8125
16.9,0.0,0.0,3.0,220.0,197.959594727,46.3125
16.4,0.0,0.0,3.0,230.0,185.744445801,44.8125
